sentences,axes,ptypes,scores,dnames
Why on earth is country X getting all the money?,Subjective-Objective,open,1,kong|kong_76
I can't help but wonder why country X is the one getting the most funds.,Subjective-Objective,open,2,kong|kong_76
Could there be a specific reason why country X is receiving the most funds?,Subjective-Objective,open,3,kong|kong_76
What factors might contribute to country X receiving the most total funds?,Subjective-Objective,open,4,kong|kong_76
What are the determinants of country X receiving the highest total funds?,Subjective-Objective,open,5,kong|kong_76
Any thoughts on why country X seems to be the favorite for funding?,Implicit-Explicit,open,1,kong|kong_76
Do you think there's a particular reason why country X is getting the lion's share of the funds?,Implicit-Explicit,open,2,kong|kong_76
Why do you think country X is receiving the most funds?,Implicit-Explicit,open,3,kong|kong_76
Can you identify the reason why country X is receiving the highest amount of funds?,Implicit-Explicit,open,4,kong|kong_76
What is the specific reason that country X is receiving the most total funds?,Implicit-Explicit,open,5,kong|kong_76
What's the biggest percent number in that data thingy?,Colloquial-Standard,lookup-nonvisual,1,kong|kong_77
What's the highest percent in the data?,Colloquial-Standard,lookup-nonvisual,2,kong|kong_77
Can you tell me the highest percentage in the dataset?,Colloquial-Standard,lookup-nonvisual,3,kong|kong_77
Could you identify the maximum percentage value in the dataset?,Colloquial-Standard,lookup-nonvisual,4,kong|kong_77
Would you be so kind as to ascertain the maximum percentage value within the dataset?,Colloquial-Standard,lookup-nonvisual,5,kong|kong_77
What's the biggest number in the group?,Non-technical-Technical,lookup-nonvisual,1,kong|kong_77
What's the highest number we've got in our data?,Non-technical-Technical,lookup-nonvisual,2,kong|kong_77
What's the top percentage we have in our data?,Non-technical-Technical,lookup-nonvisual,3,kong|kong_77
What is the maximum percentage value in our data collection?,Non-technical-Technical,lookup-nonvisual,4,kong|kong_77
What is the apex percentile value within the data corpus?,Non-technical-Technical,lookup-nonvisual,5,kong|kong_77
"I'm really curious to know, what's the biggest percentage value you've got in that dataset?",Subjective-Objective,lookup-nonvisual,1,kong|kong_77
"I'm wondering, what could be the highest percentage value in the dataset?",Subjective-Objective,lookup-nonvisual,2,kong|kong_77
Can you tell me what the highest percentage value in the dataset might be?,Subjective-Objective,lookup-nonvisual,3,kong|kong_77
Could you provide the highest percentage value in the dataset?,Subjective-Objective,lookup-nonvisual,4,kong|kong_77
Please identify the highest percentage value in the dataset.,Subjective-Objective,lookup-nonvisual,5,kong|kong_77
Can you figure out which value tops the rest in our data?,Implicit-Explicit,lookup-nonvisual,1,kong|kong_77
Could you take a look at the data and see which value stands out the most?,Implicit-Explicit,lookup-nonvisual,2,kong|kong_77
Can you identify the maximum percentage value in our data?,Implicit-Explicit,lookup-nonvisual,3,kong|kong_77
Could you tell me the maximum percentage value in the dataset?,Implicit-Explicit,lookup-nonvisual,4,kong|kong_77
Please provide the highest percentage value in the dataset.,Implicit-Explicit,lookup-nonvisual,5,kong|kong_77
Which one's the longest bar on the chart?,Colloquial-Standard,lookup-visual,1,kong|kong_77
"Which bar's the longest on the chart, you reckon?",Colloquial-Standard,lookup-visual,2,kong|kong_77
Can you tell me which bar is the longest on the chart?,Colloquial-Standard,lookup-visual,3,kong|kong_77
Could you identify the longest bar in the chart?,Colloquial-Standard,lookup-visual,4,kong|kong_77
Would you be able to ascertain which bar in the chart is of the greatest length?,Colloquial-Standard,lookup-visual,5,kong|kong_77
Which line in the picture is the biggest?,Non-technical-Technical,lookup-visual,1,kong|kong_77
Which line in the graph is the longest?,Non-technical-Technical,lookup-visual,2,kong|kong_77
Which bar in the graph extends the furthest?,Non-technical-Technical,lookup-visual,3,kong|kong_77
Which bar in the data visualization has the greatest length?,Non-technical-Technical,lookup-visual,4,kong|kong_77
Which bar in the graphical representation of the data set exhibits the maximum linear dimension?,Non-technical-Technical,lookup-visual,5,kong|kong_77
Which bar do you think is the longest in the chart?,Subjective-Objective,lookup-visual,1,kong|kong_77
"Which bar seems to be the longest in the chart, don't you think?",Subjective-Objective,lookup-visual,2,kong|kong_77
Can you tell which bar appears to be the longest in the chart?,Subjective-Objective,lookup-visual,3,kong|kong_77
Could you identify the longest bar in the chart?,Subjective-Objective,lookup-visual,4,kong|kong_77
Please identify the longest bar in the chart.,Subjective-Objective,lookup-visual,5,kong|kong_77
Can you tell which bar seems to stretch out more than the others?,Implicit-Explicit,lookup-visual,1,kong|kong_77
"Looking at the chart, can you see a bar that stands out in length?",Implicit-Explicit,lookup-visual,2,kong|kong_77
Can you identify the bar on the chart that appears to be the longest?,Implicit-Explicit,lookup-visual,3,kong|kong_77
Can you point out the longest bar on the chart?,Implicit-Explicit,lookup-visual,4,kong|kong_77
Please identify the bar on the chart that has the greatest length.,Implicit-Explicit,lookup-visual,5,kong|kong_77
Who's got the biggest chunk of the pie?,Colloquial-Standard,compositional-nonvisual,1,kong|kong_77
Who's got the most percentage-wise?,Colloquial-Standard,compositional-nonvisual,2,kong|kong_77
Which group has the highest percentage?,Colloquial-Standard,compositional-nonvisual,3,kong|kong_77
Which demographic has the greatest percentage?,Colloquial-Standard,compositional-nonvisual,4,kong|kong_77
Which demographic group possesses the highest percentage value?,Colloquial-Standard,compositional-nonvisual,5,kong|kong_77
Who has the most?,Non-technical-Technical,compositional-nonvisual,1,kong|kong_77
Which group has the highest percentage?,Non-technical-Technical,compositional-nonvisual,2,kong|kong_77
Which demographic has the highest proportion?,Non-technical-Technical,compositional-nonvisual,3,kong|kong_77
Which demographic segment has the greatest percentage representation?,Non-technical-Technical,compositional-nonvisual,4,kong|kong_77
Which population subset exhibits the highest percentile rank?,Non-technical-Technical,compositional-nonvisual,5,kong|kong_77
Who do you think has the highest percentage in the population?,Subjective-Objective,compositional-nonvisual,1,kong|kong_77
"I'm curious, who do you reckon has the most representation in the population?",Subjective-Objective,compositional-nonvisual,2,kong|kong_77
"It seems like there might be a group that has the highest percentage in the population, doesn't it?",Subjective-Objective,compositional-nonvisual,3,kong|kong_77
Can we determine which group holds the highest percentage in the population?,Subjective-Objective,compositional-nonvisual,4,kong|kong_77
What is the group with the highest percentage in the population?,Subjective-Objective,compositional-nonvisual,5,kong|kong_77
Who do you think tops the charts?,Implicit-Explicit,compositional-nonvisual,1,kong|kong_77
Can you guess which group stands out the most?,Implicit-Explicit,compositional-nonvisual,2,kong|kong_77
Do you know which group has the highest percentage?,Implicit-Explicit,compositional-nonvisual,3,kong|kong_77
Can you tell me which group has the highest percentage value?,Implicit-Explicit,compositional-nonvisual,4,kong|kong_77
Please identify the population group with the highest percentage value.,Implicit-Explicit,compositional-nonvisual,5,kong|kong_77
Which bar's the biggest and who's it for on the up-down line?,Colloquial-Standard,compositional-visual,1,kong|kong_77
Which bar's the longest and who does it represent on the y-axis?,Colloquial-Standard,compositional-visual,2,kong|kong_77
Can you tell me which bar is the longest and who it corresponds to on the y-axis?,Colloquial-Standard,compositional-visual,3,kong|kong_77
Could you identify the longest bar and the population group it represents on the y-axis?,Colloquial-Standard,compositional-visual,4,kong|kong_77
Would you be able to ascertain which bar is of the greatest length and identify the corresponding demographic on the vertical axis?,Colloquial-Standard,compositional-visual,5,kong|kong_77
Which line is the biggest and who does it represent?,Non-technical-Technical,compositional-visual,1,kong|kong_77
Which line is the longest and who does it stand for?,Non-technical-Technical,compositional-visual,2,kong|kong_77
Which bar is the most extended and what group does it represent on the vertical line?,Non-technical-Technical,compositional-visual,3,kong|kong_77
Which bar has the greatest length and what demographic does it correspond to on the vertical axis?,Non-technical-Technical,compositional-visual,4,kong|kong_77
Which histogram bar exhibits the maximum magnitude and what is the associated demographic group on the ordinate?,Non-technical-Technical,compositional-visual,5,kong|kong_77
Can you tell me which bar you think is the longest and which population group you believe it corresponds to on the y-axis?,Subjective-Objective,compositional-visual,1,kong|kong_77
Which bar do you reckon is the longest and what population group do you think it matches on the y-axis?,Subjective-Objective,compositional-visual,2,kong|kong_77
Which bar appears to be the longest and what population group does it seem to correspond with on the y-axis?,Subjective-Objective,compositional-visual,3,kong|kong_77
Could you identify the longest bar and the corresponding population group on the y-axis?,Subjective-Objective,compositional-visual,4,kong|kong_77
Please identify the longest bar and the corresponding population group on the y-axis.,Subjective-Objective,compositional-visual,5,kong|kong_77
Can you figure out which bar extends the furthest and who it represents?,Implicit-Explicit,compositional-visual,1,kong|kong_77
Can you tell me which bar seems to be the longest and the group it's associated with?,Implicit-Explicit,compositional-visual,2,kong|kong_77
Could you identify the longest bar and the population group it corresponds to?,Implicit-Explicit,compositional-visual,3,kong|kong_77
Please identify the longest bar and the population group it represents.,Implicit-Explicit,compositional-visual,4,kong|kong_77
Tell me the longest bar and the population group it corresponds to on the y-axis.,Implicit-Explicit,compositional-visual,5,kong|kong_77
What's gonna happen if the group with the most people starts running the show?,Colloquial-Standard,open,1,kong|kong_77
What's gonna be the effect if the biggest group of people starts taking over?,Colloquial-Standard,open,2,kong|kong_77
What could happen if the largest group of people starts dominating?,Colloquial-Standard,open,3,kong|kong_77
What could be the impact if the group with the most people starts to dominate?,Colloquial-Standard,open,4,kong|kong_77
What could be the potential consequences if the demographic group with the highest proportion begins to dominate the overall population dynamics?,Colloquial-Standard,open,5,kong|kong_77
How could the group with the most people affect the way the whole population changes?,Non-technical-Technical,open,1,kong|kong_77
How might the largest group of people influence the changes in the total population?,Non-technical-Technical,open,2,kong|kong_77
What effects could the most populous group have on the overall changes in population?,Non-technical-Technical,open,3,kong|kong_77
What impact could the prevalence of the largest demographic have on the overall population shifts?,Non-technical-Technical,open,4,kong|kong_77
What potential effects could the preponderance of the demographic with the highest proportion have on the overall population dynamics?,Non-technical-Technical,open,5,kong|kong_77
I'm really worried about what might happen if the group with the highest percentage starts to dominate the population dynamics. It could be a disaster.,Subjective-Objective,open,1,kong|kong_77
"I think if the group with the highest percentage starts to dominate, it could really shake up the population dynamics.",Subjective-Objective,open,2,kong|kong_77
It seems like the group with the highest percentage dominating could have some interesting effects on the population dynamics.,Subjective-Objective,open,3,kong|kong_77
"If the group with the highest percentage were to dominate, it could potentially impact the population dynamics.",Subjective-Objective,open,4,kong|kong_77
The dominance of the population group with the highest percentage could influence the overall population dynamics.,Subjective-Objective,open,5,kong|kong_77
What might happen if the group with the most people starts to take over?,Implicit-Explicit,open,1,kong|kong_77
What could be the outcome if the largest group starts to dominate?,Implicit-Explicit,open,2,kong|kong_77
What could be the potential effects on population dynamics if the largest group dominates?,Implicit-Explicit,open,3,kong|kong_77
What would be the impact on the overall population dynamics if the group with the highest percentage dominates?,Implicit-Explicit,open,4,kong|kong_77
What are the specific effects on the overall population dynamics if the population group with the highest percentage becomes dominant?,Implicit-Explicit,open,5,kong|kong_77
"Who were the most folks in 2000, like what age were they?",Colloquial-Standard,lookup-nonvisual,1,vega-lite-example-gallery|bar_aggregate
What age group had the most people in 2000?,Colloquial-Standard,lookup-nonvisual,2,vega-lite-example-gallery|bar_aggregate
Can you tell me which age group had the largest population in 2000?,Colloquial-Standard,lookup-nonvisual,3,vega-lite-example-gallery|bar_aggregate
Could you inform me about the age group that had the highest population in the year 2000?,Colloquial-Standard,lookup-nonvisual,4,vega-lite-example-gallery|bar_aggregate
Would you be able to elucidate which demographic age group held the majority population in the year 2000?,Colloquial-Standard,lookup-nonvisual,5,vega-lite-example-gallery|bar_aggregate
"Who were the most people in 2000, like how old were they?",Non-technical-Technical,lookup-nonvisual,1,vega-lite-example-gallery|bar_aggregate
"In 2000, which age group had the most people?",Non-technical-Technical,lookup-nonvisual,2,vega-lite-example-gallery|bar_aggregate
Can you tell me which age group had the largest number of people in the year 2000?,Non-technical-Technical,lookup-nonvisual,3,vega-lite-example-gallery|bar_aggregate
"In the demographic data for the year 2000, which age cohort represented the largest population segment?",Non-technical-Technical,lookup-nonvisual,4,vega-lite-example-gallery|bar_aggregate
"In the year 2000, which age demographic constituted the highest proportion of the population according to census data?",Non-technical-Technical,lookup-nonvisual,5,vega-lite-example-gallery|bar_aggregate
"I'm really curious, which age group do you think had the most people in 2000?",Subjective-Objective,lookup-nonvisual,1,vega-lite-example-gallery|bar_aggregate
"I'm wondering, which age group do you reckon was the most populous in 2000?",Subjective-Objective,lookup-nonvisual,2,vega-lite-example-gallery|bar_aggregate
Can you tell me which age group was likely the most populated in the year 2000?,Subjective-Objective,lookup-nonvisual,3,vega-lite-example-gallery|bar_aggregate
Could you provide information on which age group had the highest population in the year 2000?,Subjective-Objective,lookup-nonvisual,4,vega-lite-example-gallery|bar_aggregate
Please provide the data for the age group with the highest population in the year 2000.,Subjective-Objective,lookup-nonvisual,5,vega-lite-example-gallery|bar_aggregate
Can you guess which age group was the most populous in the year 2000?,Implicit-Explicit,lookup-nonvisual,1,vega-lite-example-gallery|bar_aggregate
Do you have an idea about the age group that had the most people in 2000?,Implicit-Explicit,lookup-nonvisual,2,vega-lite-example-gallery|bar_aggregate
Could you tell me which age group had the most individuals in 2000?,Implicit-Explicit,lookup-nonvisual,3,vega-lite-example-gallery|bar_aggregate
Can you provide the information on the age group that had the highest population in 2000?,Implicit-Explicit,lookup-nonvisual,4,vega-lite-example-gallery|bar_aggregate
Please tell me the specific age group that had the highest population in the year 2000.,Implicit-Explicit,lookup-nonvisual,5,vega-lite-example-gallery|bar_aggregate
Which bar's showing the most folks from 2000?,Colloquial-Standard,lookup-visual,1,vega-lite-example-gallery|bar_aggregate
Which bar's got the most people from the year 2000?,Colloquial-Standard,lookup-visual,2,vega-lite-example-gallery|bar_aggregate
Can you tell me which bar shows the highest population in 2000?,Colloquial-Standard,lookup-visual,3,vega-lite-example-gallery|bar_aggregate
Could you indicate which bar represents the largest population group in 2000?,Colloquial-Standard,lookup-visual,4,vega-lite-example-gallery|bar_aggregate
Would you be so kind as to point out which bar graphically represents the age group with the most significant population in the year 2000?,Colloquial-Standard,lookup-visual,5,vega-lite-example-gallery|bar_aggregate
Which line shows the most people in the year 2000?,Non-technical-Technical,lookup-visual,1,vega-lite-example-gallery|bar_aggregate
Which bar shows the most number of people from a certain age group in 2000?,Non-technical-Technical,lookup-visual,2,vega-lite-example-gallery|bar_aggregate
Which bar indicates the age group with the most people in 2000?,Non-technical-Technical,lookup-visual,3,vega-lite-example-gallery|bar_aggregate
Which bar graphically represents the age demographic with the largest population in 2000?,Non-technical-Technical,lookup-visual,4,vega-lite-example-gallery|bar_aggregate
Which bar signifies the age cohort with the maximum population density in the year 2000?,Non-technical-Technical,lookup-visual,5,vega-lite-example-gallery|bar_aggregate
Can you tell me which bar seems to show the age group that had the most people in 2000?,Subjective-Objective,lookup-visual,1,vega-lite-example-gallery|bar_aggregate
Which bar do you think shows the age group that had the most people in 2000?,Subjective-Objective,lookup-visual,2,vega-lite-example-gallery|bar_aggregate
Which bar might represent the age group with the most people in 2000?,Subjective-Objective,lookup-visual,3,vega-lite-example-gallery|bar_aggregate
Can you identify the bar that represents the age group with the highest population in 2000?,Subjective-Objective,lookup-visual,4,vega-lite-example-gallery|bar_aggregate
Which bar represents the age group with the highest population in the year 2000?,Subjective-Objective,lookup-visual,5,vega-lite-example-gallery|bar_aggregate
Can you figure out the age group that had the most people in 2000 from the bars?,Implicit-Explicit,lookup-visual,1,vega-lite-example-gallery|bar_aggregate
"Looking at the bars, can you tell which one might be showing the most populous age group in 2000?",Implicit-Explicit,lookup-visual,2,vega-lite-example-gallery|bar_aggregate
Can you identify the bar that corresponds to the most populous age group in 2000?,Implicit-Explicit,lookup-visual,3,vega-lite-example-gallery|bar_aggregate
Can you point out the bar that represents the age group with the most people in 2000?,Implicit-Explicit,lookup-visual,4,vega-lite-example-gallery|bar_aggregate
Please identify the bar that directly corresponds to the age group with the highest population in the year 2000.,Implicit-Explicit,lookup-visual,5,vega-lite-example-gallery|bar_aggregate
What's the pop difference between the oldest and youngest folks in 2000?,Colloquial-Standard,compositional-nonvisual,1,vega-lite-example-gallery|bar_aggregate
What's the difference in numbers between the age group with the most and least people in 2000?,Colloquial-Standard,compositional-nonvisual,2,vega-lite-example-gallery|bar_aggregate
Can you tell me the difference in population between the age group with the most and the least people in 2000?,Colloquial-Standard,compositional-nonvisual,3,vega-lite-example-gallery|bar_aggregate
Could you clarify the population difference between the age group with the highest and lowest population in the year 2000?,Colloquial-Standard,compositional-nonvisual,4,vega-lite-example-gallery|bar_aggregate
Could you elucidate the disparity in population between the age cohort with the maximum and minimum population in the year 2000?,Colloquial-Standard,compositional-nonvisual,5,vega-lite-example-gallery|bar_aggregate
Can you tell me the difference in the number of people in the biggest and smallest age groups in 2000?,Non-technical-Technical,compositional-nonvisual,1,vega-lite-example-gallery|bar_aggregate
Can you explain the difference in the number of people between the age group with the most and the least people in 2000?,Non-technical-Technical,compositional-nonvisual,2,vega-lite-example-gallery|bar_aggregate
Could you clarify the difference in population size between the age group with the highest and lowest population in 2000?,Non-technical-Technical,compositional-nonvisual,3,vega-lite-example-gallery|bar_aggregate
Can you quantify the population disparity between the age group with the maximum and minimum population in the year 2000?,Non-technical-Technical,compositional-nonvisual,4,vega-lite-example-gallery|bar_aggregate
Could you elucidate the differential in population magnitude between the age cohort with the maximal population and the age cohort with the minimal population in the year 2000?,Non-technical-Technical,compositional-nonvisual,5,vega-lite-example-gallery|bar_aggregate
"I'm really curious, how big is the gap between the age group with the most people and the one with the least in 2000? It must be huge, right?",Subjective-Objective,compositional-nonvisual,1,vega-lite-example-gallery|bar_aggregate
"I'm wondering, what's the difference in numbers between the most populated age group and the least populated one in 2000? It seems like it could be quite significant.",Subjective-Objective,compositional-nonvisual,2,vega-lite-example-gallery|bar_aggregate
Can you tell me the difference in population between the age group with the most people and the one with the least in 2000? It might be interesting to know.,Subjective-Objective,compositional-nonvisual,3,vega-lite-example-gallery|bar_aggregate
Could you provide the population difference between the age group with the highest population and the one with the lowest in the year 2000?,Subjective-Objective,compositional-nonvisual,4,vega-lite-example-gallery|bar_aggregate
Please provide the numerical difference in population between the age group with the highest population and the age group with the lowest population in the year 2000.,Subjective-Objective,compositional-nonvisual,5,vega-lite-example-gallery|bar_aggregate
Can you tell me about the age groups in 2000? Which one had the most people and which one had the least?,Implicit-Explicit,compositional-nonvisual,1,vega-lite-example-gallery|bar_aggregate
Could you give me some insight into the population spread across age groups in 2000? I'm particularly interested in the extremes.,Implicit-Explicit,compositional-nonvisual,2,vega-lite-example-gallery|bar_aggregate
"Can you provide information on the population of different age groups in 2000, especially the highest and lowest?",Implicit-Explicit,compositional-nonvisual,3,vega-lite-example-gallery|bar_aggregate
Can you tell me the population difference between the age group with the most and least people in 2000?,Implicit-Explicit,compositional-nonvisual,4,vega-lite-example-gallery|bar_aggregate
Please provide the numerical difference in population between the age group with the highest population and the age group with the lowest population in the year 2000.,Implicit-Explicit,compositional-nonvisual,5,vega-lite-example-gallery|bar_aggregate
"What's the length difference between the longest and shortest bar, showing the age groups with the most and least people in 2000?",Colloquial-Standard,compositional-visual,1,vega-lite-example-gallery|bar_aggregate
"Can you tell me the difference in length between the longest and shortest bar, which represent the age groups with the most and least people in 2000?",Colloquial-Standard,compositional-visual,2,vega-lite-example-gallery|bar_aggregate
"Could you explain the difference in length between the longest and shortest bar, representing the age groups with the highest and lowest populations in 2000?",Colloquial-Standard,compositional-visual,3,vega-lite-example-gallery|bar_aggregate
"Would you clarify the difference in length between the longest and shortest bar, which represent the age groups with the highest and lowest populations in the year 2000?",Colloquial-Standard,compositional-visual,4,vega-lite-example-gallery|bar_aggregate
"Could you elucidate the discrepancy in length between the longest and shortest bars, symbolizing the age groups with the highest and lowest populations respectively in the year 2000?",Colloquial-Standard,compositional-visual,5,vega-lite-example-gallery|bar_aggregate
Can you tell me how much longer the biggest bar is than the smallest one? These bars show the number of people in different age groups in 2000.,Non-technical-Technical,compositional-visual,1,vega-lite-example-gallery|bar_aggregate
Can you explain how much longer the bar for the age group with the most people is compared to the one with the least people in 2000?,Non-technical-Technical,compositional-visual,2,vega-lite-example-gallery|bar_aggregate
Could you clarify the length difference between the bar representing the age group with the most people and the one with the fewest people in 2000?,Non-technical-Technical,compositional-visual,3,vega-lite-example-gallery|bar_aggregate
Can you quantify the difference in length between the bar representing the age demographic with the highest population and the one with the lowest population in 2000?,Non-technical-Technical,compositional-visual,4,vega-lite-example-gallery|bar_aggregate
"Could you elucidate the discrepancy in magnitude between the longest and shortest bars, which symbolize the age cohorts with the maximum and minimum populations respectively in the year 2000?",Non-technical-Technical,compositional-visual,5,vega-lite-example-gallery|bar_aggregate
Can you tell me how much longer the bar representing the age group with the most people in 2000 is compared to the one with the least? It's really interesting to see the difference in population sizes.,Subjective-Objective,compositional-visual,1,vega-lite-example-gallery|bar_aggregate
"I'm curious about the length difference between the longest and shortest bars, which show the age groups with the most and least people in 2000. It's fascinating to see the population contrast.",Subjective-Objective,compositional-visual,2,vega-lite-example-gallery|bar_aggregate
Could you clarify the length difference between the longest and shortest bars? These bars represent the age groups with the highest and lowest populations in 2000.,Subjective-Objective,compositional-visual,3,vega-lite-example-gallery|bar_aggregate
"Please provide the difference in length between the longest and shortest bars, which represent the age groups with the highest and lowest populations in 2000.",Subjective-Objective,compositional-visual,4,vega-lite-example-gallery|bar_aggregate
"Determine the difference in length between the longest and shortest bars, representing the age groups with the highest and lowest populations respectively in the year 2000.",Subjective-Objective,compositional-visual,5,vega-lite-example-gallery|bar_aggregate
Can you tell me about the age groups at the extremes of the population in 2000?,Implicit-Explicit,compositional-visual,1,vega-lite-example-gallery|bar_aggregate
Could you compare the age groups with the most and least people in 2000?,Implicit-Explicit,compositional-visual,2,vega-lite-example-gallery|bar_aggregate
How does the length of the bar representing the age group with the most people in 2000 compare to the one with the least?,Implicit-Explicit,compositional-visual,3,vega-lite-example-gallery|bar_aggregate
What's the length difference between the bars representing the age groups with the highest and lowest populations in 2000?,Implicit-Explicit,compositional-visual,4,vega-lite-example-gallery|bar_aggregate
"Please provide the exact difference in length between the longest and shortest bars, which represent the age groups with the highest and lowest populations in the year 2000.",Implicit-Explicit,compositional-visual,5,vega-lite-example-gallery|bar_aggregate
How did the number of people in different age groups in 2000 show what the US population looked like?,Colloquial-Standard,open,1,vega-lite-example-gallery|bar_aggregate
How did the spread of people's ages in 2000 show us the makeup of the US population?,Colloquial-Standard,open,2,vega-lite-example-gallery|bar_aggregate
How does the distribution of ages in 2000 reflect the demographic structure of the US?,Colloquial-Standard,open,3,vega-lite-example-gallery|bar_aggregate
How does the distribution of the population across age groups in 2000 represent the demographic structure of the US?,Colloquial-Standard,open,4,vega-lite-example-gallery|bar_aggregate
How does the dispersion of the population among various age cohorts in the year 2000 exemplify the demographic composition of the United States?,Colloquial-Standard,open,5,vega-lite-example-gallery|bar_aggregate
How do the numbers of people in different age groups in 2000 show what the US population looks like?,Non-technical-Technical,open,1,vega-lite-example-gallery|bar_aggregate
How does the spread of people's ages in 2000 show us the makeup of people in the US?,Non-technical-Technical,open,2,vega-lite-example-gallery|bar_aggregate
How does the age breakdown in 2000 represent the population structure of the US?,Non-technical-Technical,open,3,vega-lite-example-gallery|bar_aggregate
How does the age-based population distribution in 2000 illustrate the demographic composition of the US?,Non-technical-Technical,open,4,vega-lite-example-gallery|bar_aggregate
How does the age-specific population dispersion in the year 2000 exemplify the demographic stratification of the United States?,Non-technical-Technical,open,5,vega-lite-example-gallery|bar_aggregate
What do you think about the way the population was spread across different age groups in 2000? Doesn't it seem to tell us a lot about the demographic structure of the US?,Subjective-Objective,open,1,vega-lite-example-gallery|bar_aggregate
"I feel that the population distribution across different age groups in 2000 gives us a pretty good idea of the demographic structure of the US, don't you think?",Subjective-Objective,open,2,vega-lite-example-gallery|bar_aggregate
The population distribution across different age groups in 2000 might give us some insight into the demographic structure of the US.,Subjective-Objective,open,3,vega-lite-example-gallery|bar_aggregate
The population distribution across different age groups in 2000 provides a representation of the demographic structure of the US.,Subjective-Objective,open,4,vega-lite-example-gallery|bar_aggregate
The population distribution across different age groups in the year 2000 is a factual representation of the demographic structure of the US.,Subjective-Objective,open,5,vega-lite-example-gallery|bar_aggregate
What do you think the age spread in 2000 tells us about America's people?,Implicit-Explicit,open,1,vega-lite-example-gallery|bar_aggregate
Can we see the shape of America's people in the age spread of 2000?,Implicit-Explicit,open,2,vega-lite-example-gallery|bar_aggregate
Does the age distribution in 2000 give us a picture of the US demographic structure?,Implicit-Explicit,open,3,vega-lite-example-gallery|bar_aggregate
Can we understand the demographic structure of the US by looking at the population distribution across different age groups in 2000?,Implicit-Explicit,open,4,vega-lite-example-gallery|bar_aggregate
Does the population distribution across different age groups in 2000 accurately represent the demographic structure of the US?,Implicit-Explicit,open,5,vega-lite-example-gallery|bar_aggregate
How many chicks were there between 30 and 34 in 2000?,Colloquial-Standard,lookup-nonvisual,1,vega-lite-example-gallery|bar_grouped
Do you know how many women aged 30 to 34 there were in 2000?,Colloquial-Standard,lookup-nonvisual,2,vega-lite-example-gallery|bar_grouped
Can you tell me the number of women in the 30-34 age bracket in 2000?,Colloquial-Standard,lookup-nonvisual,3,vega-lite-example-gallery|bar_grouped
Could you provide the count of females aged 30-34 in the year 2000?,Colloquial-Standard,lookup-nonvisual,4,vega-lite-example-gallery|bar_grouped
What was the numerical count of the female population within the age range of 30 to 34 in the calendar year of 2000?,Colloquial-Standard,lookup-nonvisual,5,vega-lite-example-gallery|bar_grouped
How many women were there between 30 and 34 years old in 2000?,Non-technical-Technical,lookup-nonvisual,1,vega-lite-example-gallery|bar_grouped
Can you tell me the number of women aged 30 to 34 in the year 2000?,Non-technical-Technical,lookup-nonvisual,2,vega-lite-example-gallery|bar_grouped
What's the count of women in their early thirties in the year 2000?,Non-technical-Technical,lookup-nonvisual,3,vega-lite-example-gallery|bar_grouped
What's the demographic count of females aged 30-34 in the year 2000?,Non-technical-Technical,lookup-nonvisual,4,vega-lite-example-gallery|bar_grouped
What is the statistical data for the female demographic within the 30-34 age bracket in the year 2000?,Non-technical-Technical,lookup-nonvisual,5,vega-lite-example-gallery|bar_grouped
"I'm really curious, don't you think there were a lot of women aged 30-34 back in 2000?",Subjective-Objective,lookup-nonvisual,1,vega-lite-example-gallery|bar_grouped
"I feel like there were quite a few women in the 30-34 age bracket in the year 2000, don't you think?",Subjective-Objective,lookup-nonvisual,2,vega-lite-example-gallery|bar_grouped
It seems to me that the number of women aged 30-34 in the year 2000 might have been significant.,Subjective-Objective,lookup-nonvisual,3,vega-lite-example-gallery|bar_grouped
Could we find out the exact number of women aged 30-34 in the year 2000?,Subjective-Objective,lookup-nonvisual,4,vega-lite-example-gallery|bar_grouped
Please provide the data for the population of females aged 30-34 in the year 2000.,Subjective-Objective,lookup-nonvisual,5,vega-lite-example-gallery|bar_grouped
Any idea about how many women were around 30-34 back in 2000?,Implicit-Explicit,lookup-nonvisual,1,vega-lite-example-gallery|bar_grouped
Can you guess the number of women who were in their early thirties in 2000?,Implicit-Explicit,lookup-nonvisual,2,vega-lite-example-gallery|bar_grouped
Do you know the number of females aged between 30 and 34 in the year 2000?,Implicit-Explicit,lookup-nonvisual,3,vega-lite-example-gallery|bar_grouped
Can you tell me the exact number of females who were between 30 and 34 years old in 2000?,Implicit-Explicit,lookup-nonvisual,4,vega-lite-example-gallery|bar_grouped
Provide the exact population of females aged 30-34 in the year 2000.,Implicit-Explicit,lookup-nonvisual,5,vega-lite-example-gallery|bar_grouped
How tall's that pink bar for folks aged 30-34 back in 2000?,Colloquial-Standard,lookup-visual,1,vega-lite-example-gallery|bar_grouped
Can you tell me how high the pink bar is for people in their early thirties in 2000?,Colloquial-Standard,lookup-visual,2,vega-lite-example-gallery|bar_grouped
What's the height of the pink bar for the 30-34 age group in 2000?,Colloquial-Standard,lookup-visual,3,vega-lite-example-gallery|bar_grouped
Could you inform me of the height of the pink bar representing the 30-34 age group in the year 2000?,Colloquial-Standard,lookup-visual,4,vega-lite-example-gallery|bar_grouped
Would you be able to ascertain the height of the pink bar corresponding to the age demographic of 30-34 in the annum 2000?,Colloquial-Standard,lookup-visual,5,vega-lite-example-gallery|bar_grouped
